RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page
1790,Brooke BenderVILL,F,21,16.4,5.7,2.0,4.5,45.3,1.5,3.9,39.5,0.0,0.0,100.0,2.7,0.4,0.8,0.1,0.6,36
1790,Francie MorrisSAM,G,21,21.9,5.7,2.0,5.1,38.3,0.8,2.8,27.6,1.0,1.3,75.0,3.6,1.4,0.9,0.2,1.5,36
1797,Emma HaanUVM,G,23,26.7,5.7,2.0,5.1,39.3,1.3,3.8,33.0,0.4,0.6,69.2,3.2,1.3,0.5,0.2,0.8,36
1798,Kenedie HarunaNIA,F,17,15.9,5.6,2.1,5.7,36.1,0.3,1.1,27.8,1.2,1.8,67.7,3.3,0.5,1.1,0.6,1.8,36
1799,Kenzie HareISU,G,22,22.6,5.6,1.8,4.3,41.1,1.5,3.6,41.2,0.6,1.0,56.5,2.4,0.8,0.8,0.3,0.7,36
1800,Teya SidberryTEX,F,19,15.4,5.6,2.0,3.6,55.1,0.2,0.6,33.3,1.4,1.7,81.8,2.7,0.7,1.0,0.3,0.8,36
1800,Arianna MosleyGRAM,SG,19,22.6,5.6,2.4,7.4,32.1,0.4,2.3,18.2,0.5,0.8,60.0,2.2,1.2,0.6,0.1,1.3,37
1800,Tkiyah NelsonSIU,G,19,29.7,5.6,1.9,5.6,34.6,0.0,0.4,0.0,1.7,2.8,61.1,4.3,4.1,1.5,0.4,3.4,37
1800,Maria Anais RodriguezARK,F,19,16.2,5.6,2.6,6.1,42.2,0.2,0.9,23.5,0.3,0.4,71.4,3.3,0.8,1.2,0.3,1.1,37
1800,Devin HagemannDEP,G,19,30.3,5.6,2.1,5.8,35.1,1.3,3.4,39.1,0.2,0.5,44.4,2.1,2.8,1.1,0.1,2.2,37
1805,Nile Muguira OrbeWMU,G,18,25.3,5.6,1.9,6.9,27.2,1.1,4.9,22.7,0.7,0.9,81.3,2.0,1.9,0.9,0.1,1.9,37
1805,Alayna RoccoHARV,G,18,18.7,5.6,2.0,5.8,34.3,1.2,3.6,32.3,0.4,0.7,66.7,1.7,0.4,0.4,0.2,0.3,37
1805,Stella SgroSJSU,G,18,20.8,5.6,1.8,6.8,27.0,1.4,5.6,26.0,0.5,0.7,69.2,3.5,1.6,0.8,0.3,1.8,37
1805,Jaida CivilTENN,G,18,18.1,5.6,2.1,4.7,44.0,0.5,1.6,32.1,1.0,1.7,60.0,3.6,1.6,0.8,0.3,1.3,37
1809,Aaliyah EllisUNO,G,15,16.7,5.6,1.7,4.5,38.8,0.7,2.5,27.0,1.5,1.6,91.7,2.1,0.9,0.9,0.1,0.8,37
1809,Ava HawthorneDRKE,G,20,24.6,5.6,1.6,5.0,31.3,0.6,2.3,26.1,1.9,2.4,79.2,3.3,3.1,0.6,0.1,2.2,37
1809,Ronaltha MarcUSA,G,20,17.2,5.6,2.3,5.0,46.0,0.3,0.6,41.7,0.8,1.3,60.0,2.2,1.2,0.7,0.1,1.7,37
1809,Jana FalsdottirCSUF,G,20,23.6,5.6,2.2,6.0,36.1,0.8,2.8,26.8,0.6,1.0,55.0,2.8,2.8,2.3,0.1,1.5,37
1813,Jayda HolimanUTSA,PG,19,20.0,5.6,1.9,5.6,34.9,1.2,3.5,34.8,0.5,0.6,75.0,2.4,1.0,0.9,0.3,1.2,37
1813,Grace BillingtonUTM,G,19,16.2,5.6,1.7,5.3,32.7,0.9,3.3,28.6,1.2,1.5,78.6,2.4,0.5,1.1,0.3,1.1,37
1813,Mary GibbonsNAVY,G,19,19.3,5.6,1.9,5.1,37.1,1.6,4.6,35.6,0.2,0.2,75.0,1.2,0.9,0.5,0.1,0.6,37
1816,Jada LeeRMU,G,21,29.0,5.6,1.8,5.1,34.6,0.4,1.8,21.1,1.7,1.9,89.7,3.9,2.8,1.5,0.1,2.0,37
1817,Janeya GrantSJU,G,23,15.1,5.6,1.9,4.9,39.3,1.1,3.5,32.1,0.6,0.9,70.0,0.9,0.5,0.3,0.1,1.3,37
1817,Madison FitzgibbonMILW,G,23,21.4,5.6,1.7,4.7,37.4,1.5,3.4,44.9,0.6,0.8,72.2,1.6,1.7,0.4,0.0,1.8,37
1817,Grace McDonoughJMU,F,23,16.2,5.6,2.4,4.3,57.1,0.0,0.0,0.0,0.7,1.0,66.7,3.0,0.2,0.4,0.6,0.6,37
1820,Lemyah HyltonTA&M,G,16,22.8,5.6,2.1,6.1,35.1,0.8,2.5,30.0,0.6,1.0,56.3,1.7,1.4,0.8,0.0,2.4,37
1821,Maddie ScherrTCU,G,18,24.1,5.6,1.7,4.6,37.8,1.5,3.8,39.1,0.6,0.8,78.6,3.3,3.2,1.1,0.9,0.9,37
1821,Ke'iara OdumeYALE,G,18,22.3,5.6,2.3,7.7,29.7,0.8,2.8,28.0,0.2,0.5,44.4,2.3,0.6,0.2,0.0,1.7,37
1821,Kathy KersaintMONM,G,18,24.6,5.6,2.1,5.1,40.2,0.4,1.3,29.2,1.1,1.9,54.3,4.9,1.1,1.2,0.6,1.8,37
1824,Briley PenaMUR,G,20,28.8,5.6,1.7,4.9,34.7,1.2,4.1,29.3,1.0,1.2,82.6,2.0,1.1,0.7,0.1,0.6,37
1824,Mia GalbraithTXST,G,20,20.6,5.6,2.2,5.5,40.0,0.2,1.2,12.5,1.0,1.3,80.0,3.2,1.5,0.9,0.1,2.0,37
1824,Emily KnouseJOES,G,20,16.6,5.6,2.0,5.3,36.8,1.6,4.7,33.3,0.1,0.1,100.0,1.7,1.2,0.5,0.1,0.6,37
1827,Aubrey BlankenshipSAM,G,22,27.4,5.5,2.0,6.9,28.5,1.3,5.0,26.6,0.3,0.5,70.0,3.6,0.8,0.6,0.2,1.8,37
1828,Chloe WilliamsNEV,F,15,16.6,5.5,2.3,4.8,47.2,0.0,0.4,0.0,1.0,1.6,62.5,3.9,0.5,1.2,0.8,1.7,37
1829,Caliana FenceroyNIA,G,19,24.3,5.5,2.0,7.8,25.7,0.7,3.2,21.3,0.8,1.2,69.6,2.2,1.4,1.3,0.1,3.3,37
1829,Merit InnocentNHVN,C,19,14.3,5.5,2.5,5.2,49.0,0.0,0.0,0.0,0.5,0.9,50.0,4.3,0.6,0.3,0.1,1.6,37
1831,Jasmine Brown-HaggerILL,G,21,23.5,5.5,2.0,5.0,39.6,0.5,1.6,29.4,1.0,1.4,75.9,2.0,1.7,1.0,0.1,1.7,37
1831,Sophia PearlFUR,G,21,17.4,5.5,2.0,5.2,37.6,0.7,2.1,31.8,1.0,1.3,71.4,1.5,2.6,1.1,0.0,2.5,37
1833,Malia LatuSMC,G,23,22.3,5.5,2.3,6.5,34.9,0.1,0.5,18.2,0.9,1.1,84.0,3.0,2.3,1.1,0.0,2.6,37
1833,Kassie IngramMRSH,G,23,14.3,5.5,2.0,4.5,44.7,0.9,2.4,37.5,0.6,1.0,63.6,1.6,0.9,1.0,0.1,1.1,37
1833,Kristina OuimetteGB,G,23,17.8,5.5,2.0,5.3,37.7,1.1,3.2,35.6,0.4,0.6,69.2,1.8,0.5,0.3,0.4,0.7,37
1836,Khaniah GardnerUAPB,F,18,19.4,5.5,2.0,4.2,48.0,0.0,0.1,0.0,1.5,3.6,42.2,5.0,1.0,0.8,0.2,1.8,37
1836,Nadia BernardCSUN,F,18,16.5,5.5,2.3,4.4,53.2,0.0,0.1,0.0,0.8,1.2,71.4,4.4,0.6,0.2,0.4,1.2,37
1836,Taija Sta. MariaPEPP,G,22,28.7,5.5,2.0,5.0,40.0,0.4,1.5,27.3,1.1,1.6,68.6,2.1,3.0,0.7,0.0,2.1,37
1836,Kaia GoodeBING,G,20,21.2,5.5,1.8,5.3,34.3,0.5,2.0,25.0,1.4,1.7,82.4,1.9,2.1,1.5,0.0,2.1,37
1836,Anna CsenyiNMSU,G,20,22.6,5.5,2.1,6.6,31.1,1.1,4.2,25.3,0.4,0.5,77.8,0.8,0.4,0.8,0.3,1.0,37
1836,Ashlynn ChlarsonARK,C,22,17.5,5.5,2.2,5.2,43.0,0.2,0.5,36.4,0.9,1.5,59.4,5.4,0.2,0.6,1.1,1.2,37
1836,Ines Garcia MonjeDAV,F,22,22.8,5.5,2.1,5.2,40.9,0.2,1.3,13.8,1.0,2.2,46.9,4.7,2.7,1.5,0.5,1.8,37
1836,Rylee KalocayKENT,G,18,15.3,5.5,1.6,3.8,41.2,0.7,2.1,34.2,1.7,2.1,81.1,2.0,1.2,1.1,0.0,0.9,37
1836,Kristen McMillanUNCA,F,18,12.5,5.5,1.5,3.3,45.0,0.4,0.8,57.1,2.1,2.7,77.1,2.2,0.2,0.3,0.0,1.2,37
1845,Daniela AbiesSJU,F,23,17.1,5.5,2.0,4.0,50.5,0.1,0.4,22.2,1.3,2.0,66.7,5.6,1.0,1.2,0.6,1.8,37
1846,Ines BettencourtGONZ,G,21,25.9,5.5,1.9,6.0,32.0,0.8,2.3,33.3,0.9,1.2,73.1,3.1,2.8,1.3,0.3,2.5,37
1846,Camryn FauriaUNH,G,21,20.0,5.5,2.1,5.4,38.6,0.3,1.6,21.2,1.0,1.0,90.9,3.4,0.8,0.2,0.2,1.3,37
1846,Allasia WashingtonMCN,G,21,21.6,5.5,1.6,5.5,28.7,0.6,2.3,27.1,1.7,2.3,75.0,2.9,1.3,1.4,0.0,0.7,37
1846,Ana CondeDEN,C,21,20.6,5.5,2.0,4.8,43.0,0.5,1.0,45.5,0.9,1.3,70.4,2.8,1.0,0.3,0.1,1.6,37
1850,Olivia SmithHAMP,G,19,21.9,5.5,1.7,5.8,29.1,1.2,3.9,30.7,0.9,1.2,73.9,1.3,2.8,1.0,0.2,2.1,37
1850,Taylor AndersonCMU,G,19,24.1,5.5,1.6,5.3,30.7,0.2,1.1,20.0,2.0,2.7,73.1,8.4,2.4,1.4,0.3,1.9,38
1850,Averi AaronLT,F,19,17.5,5.5,2.3,5.8,38.7,0.4,1.6,26.7,0.5,0.7,76.9,4.6,1.6,1.2,0.1,2.1,38
1850,Sanai TylerBCU,F,19,23.4,5.5,1.7,5.2,32.7,0.0,0.1,0.0,2.1,3.3,63.5,6.8,0.8,0.7,0.5,2.0,38
1854,Madalena AmaroMONM,G,17,29.4,5.5,1.9,5.9,31.7,0.5,2.1,22.9,1.2,1.6,75.0,3.5,3.4,1.8,0.3,2.2,38
1855,Naomi JonesALA,F,22,17.0,5.5,2.0,4.3,45.7,0.0,0.0,0.0,1.5,2.6,59.6,5.4,0.5,0.5,2.0,1.0,38
1856,Saige GibbUVU,G,20,25.4,5.5,1.8,5.1,35.3,0.7,2.0,32.5,1.2,1.9,63.2,3.4,1.6,2.9,0.4,1.4,38
1856,Dionna GrayKENT,G,20,31.6,5.5,1.5,5.5,27.3,0.4,1.7,20.6,2.1,2.4,87.5,4.4,5.2,1.4,0.3,3.6,38
1856,Chloe OliverSTBK,G,20,23.3,5.5,1.8,5.0,36.0,0.6,1.8,34.3,1.3,1.6,80.6,2.4,1.2,0.4,0.2,1.7,38
1856,Kaylen ReedWIU,G,20,32.4,5.5,2.0,5.4,36.1,0.3,1.2,26.1,1.3,1.6,78.1,3.5,3.6,1.1,0.2,1.6,38
1860,Meg NewmanDEP,F,18,19.1,5.4,2.3,6.7,35.0,0.0,0.0,0.0,0.8,1.7,46.7,5.8,1.4,0.5,0.2,1.2,38
1860,Alexa MikeskaW&M,G,18,28.6,5.4,2.0,3.9,50.7,0.3,1.3,25.0,1.1,1.4,80.0,4.4,3.1,2.0,0.3,1.6,38
1860,Fui NiumeitoluWEB,G,18,21.2,5.4,1.6,4.5,35.8,0.3,1.3,26.1,1.9,2.3,82.9,2.1,1.2,0.6,0.0,1.4,38
1860,Avery GordonPUR,F,18,9.2,5.4,2.3,3.8,60.3,0.0,0.0,0.0,0.9,1.4,64.0,2.3,0.2,0.3,0.7,0.5,38
1864,Paige LyonsETSU,G,16,14.5,5.4,1.8,4.3,40.6,0.3,1.3,23.8,1.6,2.5,65.0,1.2,0.4,0.6,0.0,1.3,38
1865,Alexia DizekoFLA,F,23,22.7,5.4,2.2,4.9,44.2,0.6,2.1,28.6,0.5,0.6,84.6,2.8,1.7,0.6,0.2,1.0,38
1865,Jada HunterSMC,G,23,23.2,5.4,2.0,5.6,36.7,0.2,0.9,19.0,1.2,1.8,65.9,2.5,2.3,2.2,0.2,2.3,38
1867,Tyler ButlerBCU,F,21,24.2,5.4,1.8,3.9,46.3,0.0,0.0,0.0,1.8,2.8,64.4,5.2,0.4,0.8,1.1,1.3,38
1867,Alyssa StatenNE,C,14,18.2,5.4,2.1,4.9,44.1,0.0,0.0,0.0,1.1,2.1,55.2,5.5,0.2,0.1,0.3,2.0,38
1869,Ivy BrownRGV,F,19,20.1,5.4,1.6,3.3,49.2,0.4,0.9,38.9,1.8,3.1,57.6,3.9,2.0,0.8,0.2,2.5,38
1869,Adriana RoblesUTSA,PG,19,21.4,5.4,1.9,5.2,36.7,0.5,2.1,25.6,1.1,2.1,53.8,2.1,1.9,1.0,0.1,2.1,38
1871,Ivona DjikanovicSBU,G,17,20.1,5.4,2.2,5.1,43.7,0.3,1.2,25.0,0.6,1.5,44.0,2.2,1.6,0.5,0.4,1.9,38
1872,Alisa WilliamsISU,F,22,12.8,5.4,2.0,3.2,60.6,0.0,0.1,0.0,1.5,1.9,80.5,3.7,0.6,0.6,0.1,0.6,38
1872,Brandie HarrodKSU,G,22,20.4,5.4,2.2,5.5,40.2,0.0,0.0,0.0,1.0,2.6,36.8,5.3,0.7,1.2,0.4,1.2,38
1874,D'Asia Thomas-HarrisGT,G,20,14.3,5.4,1.8,5.9,29.9,0.5,1.9,26.3,1.4,2.0,71.8,4.4,0.3,0.6,0.4,1.3,38
1874,Destiny LunanNCSU,G,20,16.7,5.4,1.8,4.6,39.1,0.8,2.0,38.5,1.1,1.5,72.4,1.8,1.3,0.8,0.2,1.5,38
1876,Inés Monteagudo PardoBU,G,18,17.2,5.4,1.8,4.4,41.8,1.7,3.9,42.9,0.1,0.2,33.3,1.1,1.7,0.4,0.1,1.2,38
1877,Aziyah FarrierSFA,G,21,20.6,5.4,2.2,4.7,48.0,0.1,0.9,11.1,0.8,1.3,63.0,6.6,0.8,0.8,1.8,1.8,38
1878,Quinn BoettingerNAVY,F,16,11.2,5.4,2.2,4.3,51.5,0.0,0.3,0.0,1.0,1.6,61.5,3.5,0.8,0.4,0.9,1.1,38
1879,Ema KarimHOF,G,19,21.1,5.4,2.1,5.2,40.8,0.9,3.4,28.1,0.2,0.4,50.0,2.2,1.1,0.8,0.1,1.3,38
1879,Chauncey AndersenUCSB,G,19,13.9,5.4,1.9,4.0,48.7,0.5,1.4,34.6,1.0,1.7,57.6,4.4,0.4,0.3,0.4,1.2,38
1881,Kiersten JohnsonBAY,F,22,19.4,5.4,2.2,4.4,51.0,0.5,1.0,57.1,0.4,0.5,72.7,4.5,0.5,0.7,2.0,1.4,38
1881,T'yana ToddOSU,G,22,15.0,5.4,1.9,5.4,35.6,0.8,2.7,28.3,0.8,0.9,85.0,1.5,0.5,0.5,0.0,0.7,38
1881,Brianna TurnageGT,G,22,27.5,5.4,2.1,4.0,52.8,0.0,0.0,0.0,1.1,2.2,49.0,9.6,2.7,1.7,1.4,2.5,38
1881,Daija PrestonVCU,G,22,27.3,5.4,2.2,7.0,31.6,0.1,1.7,8.1,0.8,1.3,60.7,4.4,1.9,1.5,0.1,1.4,38
1885,Mina DjurdjevicJXST,F,17,15.8,5.4,1.8,5.1,35.6,0.8,2.9,26.5,0.9,1.4,69.6,3.3,0.4,0.5,0.5,0.8,38
1886,Delaney YarboroughUMBC,C,20,15.1,5.4,2.2,4.3,51.8,0.0,0.0,0.0,1.0,1.8,52.8,4.5,0.3,0.3,0.7,1.0,38
1886,Peyton GerdesHPU,F,20,16.5,5.4,2.1,4.3,48.2,0.2,1.6,12.9,1.1,1.5,70.0,2.5,0.9,1.6,0.5,0.8,38
1886,Brooke WilsonARMY,G,20,25.1,5.4,1.4,4.0,34.2,0.5,1.8,25.7,2.2,2.7,81.5,3.6,3.1,1.6,0.1,2.8,38
1886,Hope CountsLIP,F,20,22.2,5.4,2.0,5.5,35.5,0.5,1.8,25.0,1.0,1.3,76.9,5.1,1.2,0.9,2.1,2.4,38
1890,Lauren RustPITT,F,23,27.0,5.3,2.3,5.7,39.4,0.0,0.1,0.0,0.8,1.1,76.0,7.5,1.3,0.9,0.4,2.4,38
1891,Tia MorganFOR,G,18,24.1,5.3,2.0,5.1,39.1,0.8,2.3,34.1,0.6,0.7,83.3,2.7,1.7,0.6,0.1,1.4,38
1891,Mykayla CunninghamSOU,G,18,25.3,5.3,2.1,6.0,34.3,0.2,1.0,22.2,1.0,1.7,60.0,2.6,3.4,1.8,0.1,2.0,38
1891,Gabby RamosNEV,G,18,16.2,5.3,1.9,5.3,36.8,0.7,2.5,28.9,0.7,1.6,46.4,1.4,0.8,0.6,0.2,1.0,38
1894,Anna WypychBUT,G,19,15.4,5.3,1.8,3.7,48.6,1.2,2.7,42.3,0.6,0.7,78.6,1.2,1.1,0.5,0.0,0.7,38
1895,Mary-Elizabeth DonnellyHC,G,20,26.1,5.3,2.0,5.7,34.2,0.9,3.7,24.3,0.5,0.6,83.3,5.6,1.9,0.6,0.7,1.1,38
1895,Elizabeth GentryCREI,C,20,16.2,5.3,2.1,4.8,42.7,0.5,1.5,31.0,0.8,1.1,68.2,3.0,0.6,0.2,0.2,1.1,38
1897,Adebukola AkomolafeSIUE,F,21,21.1,5.3,2.0,4.7,41.4,0.2,0.8,29.4,1.1,2.1,54.5,5.3,0.7,0.6,0.2,1.5,38
1897,Martina BobaBRY,G,21,24.8,5.3,2.1,5.1,41.1,0.8,2.4,32.0,0.3,0.5,70.0,1.9,2.0,1.6,0.0,1.4,38
1897,Leyla MinorUNCG,G,21,18.5,5.3,1.9,4.2,45.5,0.4,1.5,25.0,1.1,1.5,71.9,2.8,1.5,1.0,0.6,1.5,38
1900,Nairobi LewisMVSU,C,18,16.5,5.3,1.9,4.7,40.0,0.0,0.1,0.0,1.5,2.5,60.0,4.7,0.4,0.4,1.6,1.3,38
1901,Lizzy WilliamsonORST,F,22,17.2,5.3,2.3,4.8,47.2,0.0,0.0,0.0,0.7,1.2,61.5,4.7,0.8,0.5,0.7,1.0,39
1901,Sydney WoodleyWVU,G,22,16.8,5.3,1.8,3.5,50.6,0.1,0.8,16.7,1.6,1.9,85.4,2.2,0.3,1.3,0.0,0.6,39
1901,Skylar BarnesCOPP,G,22,16.8,5.3,1.7,5.7,30.2,0.5,2.2,20.4,1.4,1.8,76.9,2.3,0.8,0.8,0.0,1.9,39
1904,Lilly FergusonMASS,F,19,22.4,5.3,2.1,4.8,42.4,0.1,0.4,25.0,1.1,1.4,74.1,6.1,1.7,1.1,0.0,0.7,39
1904,Jasmine FearneBGSU,G,19,14.4,5.3,1.8,5.2,35.7,1.4,4.6,31.0,0.2,0.2,75.0,1.6,0.7,0.2,0.1,0.4,39
1904,Tianna ThompsonMISS,G,19,12.5,5.3,1.7,3.7,47.1,0.8,2.1,40.0,0.9,1.1,90.0,0.8,0.9,0.7,0.1,0.8,39
1904,Alieghya BartholomewGRAM,PG,19,14.2,5.3,1.9,5.4,35.0,1.0,3.1,32.2,0.5,0.7,64.3,1.6,1.6,0.8,0.1,1.9,39
1904,Ella CorryBUF,G,19,15.9,5.3,2.3,4.6,48.9,0.2,0.6,25.0,0.6,1.1,55.0,1.7,0.5,1.3,0.2,1.2,39
1909,Ella LuneEIU,F,20,21.6,5.3,2.0,5.2,38.8,0.6,2.2,27.3,0.7,0.8,81.3,2.9,1.0,0.9,0.7,2.2,39
1909,Savannah ScottUCF,C,20,13.0,5.3,2.0,3.6,55.6,0.0,0.1,0.0,1.3,1.7,75.8,3.5,0.3,0.1,0.6,1.1,39
1909,Darrionna HowardNCAT,F,16,22.9,5.3,2.1,5.0,41.2,0.0,0.1,0.0,1.1,2.5,45.0,5.3,0.8,0.6,0.3,1.3,39
1909,Allison SchwertnerBU,F,20,20.9,5.3,2.1,5.0,42.4,0.0,0.1,0.0,1.1,1.7,63.6,4.7,0.6,0.4,0.6,1.8,39
1913,Ann ZachariahVCU,F,21,15.6,5.2,1.9,5.1,36.1,0.7,2.0,34.9,0.8,1.0,81.0,2.1,0.6,0.4,0.2,1.0,39
1914,Paris GainesMEM,F,18,15.4,5.2,2.3,5.1,45.1,0.0,0.3,0.0,0.7,1.1,60.0,4.0,0.6,1.2,0.2,1.5,39
1914,Naomi BarnwellIONA,F,18,19.6,5.2,2.0,6.0,33.3,0.1,0.7,15.4,1.1,1.5,74.1,3.7,0.8,0.7,1.0,1.7,39
1916,Djessira DiawaraFRES,F,19,14.6,5.2,2.1,4.2,49.4,0.0,0.0,0.0,1.1,1.6,70.0,3.8,0.4,0.6,0.1,1.5,39
1916,Malaya LeSueurTXSO,G,19,21.2,5.2,1.9,4.2,46.3,0.1,0.6,18.2,1.2,2.3,53.5,3.9,1.2,0.6,0.2,1.9,39
1916,E'Zaria AdamsIUIN,G,19,16.8,5.2,2.0,4.8,41.8,0.4,1.1,35.0,0.8,1.2,72.7,1.1,0.8,0.8,0.1,1.1,39
1919,Kyla McBrideTXST,F,20,17.0,5.2,1.9,5.5,33.9,0.4,1.7,20.6,1.2,1.6,71.9,2.2,0.3,0.5,1.0,2.0,39
1920,Tate LashNU,G,21,20.4,5.2,1.8,5.5,33.0,0.3,2.0,14.6,1.3,1.7,75.0,2.3,2.4,0.7,0.3,1.9,39
1920,Yulia GrabovskaiaWASH,C,21,15.0,5.2,2.3,4.5,51.1,0.0,0.0,0.0,0.6,1.0,59.1,5.4,1.6,0.5,0.4,1.3,39
1922,Ciara BaileyNORF,F,17,18.5,5.2,2.1,5.1,40.2,0.0,0.2,0.0,1.1,1.8,60.0,4.7,0.2,0.6,1.9,1.6,39
1922,Indiya ClarkeFRES,G,17,20.6,5.2,1.5,6.0,24.5,0.1,1.2,10.0,2.1,2.9,73.5,4.2,0.4,0.9,0.2,1.5,39
1924,Timberlynn YeastMRSH,F,23,24.4,5.2,1.9,4.4,43.1,0.3,1.3,23.3,1.0,1.4,72.7,4.7,2.0,1.4,0.3,1.1,39
1925,Treasure ThompsonWICH,F,20,21.1,5.2,2.4,6.0,39.5,0.0,0.2,0.0,0.5,1.5,30.0,4.7,1.4,1.2,1.1,2.4,39
1925,Patricia Sosa LoraCOPP,C,20,15.6,5.2,1.7,4.8,34.4,0.0,0.0,0.0,1.9,2.6,71.2,5.5,0.2,0.9,0.4,2.1,39
1925,Kayla KingHOU,G,20,24.6,5.2,1.9,5.5,33.6,0.6,2.6,23.5,0.9,1.1,77.3,1.5,0.9,0.3,0.3,1.8,39
1925,Sophie BuzzardPRST,G,20,22.1,5.2,1.6,5.0,32.3,0.6,2.5,22.0,1.4,2.1,66.7,1.5,0.5,0.3,0.1,1.1,39
1929,Paris LauroWEB,F,21,17.6,5.1,1.8,4.5,38.9,1.1,3.3,32.9,0.5,0.5,100.0,2.9,0.4,0.4,0.4,0.9,39
1929,Grace NelsonILST,G,21,13.6,5.1,1.5,3.7,39.7,1.1,2.8,39.0,1.1,1.3,85.2,1.1,0.8,0.4,0.0,0.6,39
1929,Jelena BulajicUSF,G,21,15.3,5.1,1.8,4.5,39.4,1.0,2.5,37.7,0.7,0.9,73.7,1.8,1.0,0.3,0.2,1.1,39
1932,Olivia JonesHARV,G,15,24.5,5.1,1.7,4.6,37.7,0.6,1.3,45.0,1.1,1.3,84.2,5.4,2.7,1.3,0.3,1.8,39
1933,Kylie LavelleSJU,F,23,25.4,5.1,1.8,4.6,38.7,0.5,2.7,19.4,1.0,1.3,77.4,3.0,1.3,0.9,1.0,0.6,39
1933,Ayisse MagassaCLE,F,23,14.8,5.1,2.2,4.2,51.5,0.0,0.0,0.0,0.8,1.4,56.3,3.4,1.0,0.5,0.5,1.3,39
1935,Jayla CorneliusUAPB,G,18,17.1,5.1,1.8,4.7,39.3,0.3,0.8,40.0,1.1,1.8,62.5,1.9,1.1,0.7,0.0,1.6,39
1936,Kayla MorrisTOW,F,19,20.7,5.1,2.1,5.6,36.8,0.3,1.3,20.0,0.7,1.3,58.3,6.5,0.6,1.4,2.6,1.1,39
1936,Júlia Puente-ValverdeUCSB,F,19,18.7,5.1,1.9,4.8,40.2,0.2,0.7,21.4,1.1,1.5,69.0,5.2,0.8,0.7,0.3,2.2,39
1936,Jayda BrownTULN,G,19,14.7,5.1,2.2,5.4,41.2,0.5,2.0,23.7,0.2,0.5,40.0,3.2,0.7,0.5,0.4,1.3,39
1936,Janyah BohanonBUF,G,19,18.3,5.1,2.0,6.1,32.8,0.0,0.2,0.0,1.1,2.1,53.8,3.2,0.5,0.8,1.0,1.5,39
1936,Khadee HessionGTWN,G,19,19.0,5.1,1.4,4.9,28.7,0.8,3.3,25.4,1.4,1.7,81.8,2.1,1.3,1.7,0.1,1.7,39
1936,Jaida McDonaldWICH,F,19,20.7,5.1,2.1,4.6,46.0,0.0,0.1,0.0,0.9,1.9,47.2,5.1,1.2,0.7,0.5,1.9,39
1942,Sara ZabreckyUIC,G,20,30.0,5.1,1.6,4.2,37.3,1.5,4.0,37.5,0.5,0.7,76.9,3.5,0.8,0.5,0.2,1.0,39
1942,LeAire NicksNORF,C,20,17.3,5.1,2.1,4.6,45.1,0.1,0.1,50.0,1.0,1.3,76.0,3.7,0.6,0.8,0.5,1.3,39
1942,Carmaya BowmanJAX,F,20,15.5,5.1,2.0,3.7,54.1,0.1,0.1,50.0,1.1,1.4,75.0,4.0,0.5,0.9,0.3,0.6,39
1942,Kyra WebbHAW,G,20,17.7,5.1,2.1,4.7,45.2,0.4,1.3,28.0,0.6,1.1,50.0,3.7,0.6,0.9,0.6,1.8,39
1946,Ava GugliuzzaSIUE,G,21,16.9,5.1,1.7,5.8,29.8,1.4,4.4,31.2,0.3,0.5,54.5,1.7,0.7,0.9,0.2,0.8,39
1946,Tatum GreeneFSU,G,21,24.7,5.1,1.9,5.3,34.8,0.4,1.8,21.6,1.0,1.4,72.4,5.2,1.0,1.1,0.8,1.2,39
1948,Ella RiggsPFW,G,22,16.8,5.1,1.9,5.0,37.8,1.0,3.0,33.8,0.3,0.4,66.7,2.4,0.5,0.5,0.1,1.2,39
1948,Mackenzie PettinelliSBU,G,22,27.0,5.1,1.9,4.4,42.7,0.5,1.9,28.6,0.8,1.1,75.0,3.0,1.5,1.5,0.2,1.3,39
1948,Tiyanna JamesMORG,SG,22,19.4,5.1,1.9,5.4,34.5,1.0,3.2,32.9,0.3,0.5,58.3,2.0,1.2,0.8,0.0,1.6,39
1951,Payton RechliczMILW,G,23,27.6,5.1,1.8,5.0,36.8,0.9,2.7,32.3,0.6,0.9,65.0,2.7,1.1,0.4,0.3,1.3,40
1951,Eva RuseUSD,F,23,18.3,5.1,1.9,4.2,44.3,0.0,0.3,14.3,1.3,2.5,51.7,4.9,0.4,0.6,0.6,1.4,40
1953,Kailee Beaudion-FoliakiNE,G,14,20.6,5.1,1.8,4.6,38.5,0.3,0.9,30.8,1.2,1.9,63.0,2.2,1.1,0.9,0.1,2.4,40
1954,Jordan BrooksBCU,G,16,21.4,5.1,1.8,5.9,29.5,0.8,2.2,34.3,0.8,1.2,68.4,1.7,2.3,1.0,0.1,3.0,40
1955,Arianna JenningsOHIO,G,17,11.2,5.1,2.1,4.5,46.1,0.6,1.8,36.7,0.3,0.7,41.7,2.0,0.8,0.5,0.5,0.6,40
1955,Aniyah JonesDSU,G,17,21.5,5.1,1.8,6.2,29.5,0.8,3.2,25.9,0.6,0.8,71.4,1.2,0.6,0.4,0.1,2.1,40
1957,Ritorya TamiloHAW,C,18,14.8,5.1,1.7,3.9,42.9,0.1,0.4,28.6,1.6,2.2,72.5,4.0,0.6,0.5,1.1,1.3,40
