RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page,team_abbr,player_name,Effective_FG%,TS%
1389,Brinley CannonBYU,F,21,27.0,7.2,2.7,6.8,39.4,0.9,3.4,26.8,1.0,1.5,67.7,5.4,1.9,1.9,0.5,2.1,28,BYU,Brinley Cannon,46.32352941176471,48.257372654155496
1389,Kendall McGeeCREI,G,21,21.1,7.2,2.9,7.0,40.8,0.7,2.1,34.1,0.8,1.5,53.1,3.8,2.5,0.8,0.2,2.1,28,CREI,Kendall McGee,46.42857142857143,46.99738903394256
1389,Deb OkechukwuRID,G,21,23.8,7.2,2.7,8.2,32.4,0.6,2.5,22.6,1.3,2.2,59.6,5.8,0.8,0.6,0.3,3.2,28,RID,Deb Okechukwu,36.585365853658544,39.26701570680628
1394,Torin RogersUNCW,F,17,26.2,7.2,2.6,6.4,41.7,0.8,2.6,31.1,1.1,1.9,59.4,4.5,0.8,0.9,0.5,1.1,28,UNCW,Torin Rogers,46.875,49.75124378109452
1394,Gabrielle JohnsonMORG,G,17,22.1,7.2,2.5,6.8,36.2,0.7,2.0,35.3,1.6,2.1,75.0,2.5,1.1,1.1,0.2,1.6,28,MORG,Gabrielle Johnson,41.911764705882355,46.60797514241325
1394,Lucija MilkovicSEA,C,17,18.0,7.2,3.3,6.8,48.3,0.4,1.1,38.9,0.2,0.6,40.0,4.5,0.8,0.4,0.6,1.6,28,SEA,Lucija Milkovic,51.47058823529412,50.962627406568515
1397,Ava CardUTC,G,18,24.6,7.2,2.9,7.1,41.7,0.9,2.7,32.7,0.4,0.9,50.0,4.4,0.7,0.6,0.2,1.4,28,UTC,Ava Card,47.183098591549296,48.025613660619
1398,Keandra KooritsWSU,G,23,19.1,7.2,2.8,7.6,36.8,0.8,3.3,23.7,0.9,1.1,80.0,2.7,0.8,0.7,0.2,1.0,28,WSU,Keandra Koorits,42.10526315789473,44.53240969816923
1399,Savannah WhiteXAV,F,20,30.5,7.2,2.9,6.5,44.6,0.1,1.1,9.5,1.3,2.7,49.1,7.3,2.5,1.3,1.8,2.5,28,XAV,Savannah White,45.38461538461538,46.82622268470343
1399,Journee McDanielUNCA,G,20,24.9,7.2,2.9,6.4,44.5,0.8,2.7,27.8,0.8,1.2,62.5,6.2,2.3,1.0,0.8,2.2,28,UNCA,Journee McDaniel,51.562499999999986,51.96304849884527
1399,Jadyn AtchisonUTA,G,20,21.7,7.2,2.9,8.2,35.4,0.7,2.0,33.3,0.8,1.2,65.2,2.8,1.9,1.5,0.4,3.3,29,UTA,Jadyn Atchison,39.63414634146341,41.24656278643447
1399,Dymonique MaxieUCSD,G,20,32.8,7.2,2.5,7.6,32.5,0.3,1.5,20.7,2.0,2.8,72.7,2.8,4.2,2.4,0.4,2.6,29,UCSD,Dymonique Maxie,34.86842105263158,40.7608695652174
1399,Morgan BorgstadtUIW,F,15,19.9,7.2,1.9,5.8,32.2,0.5,2.0,26.7,2.9,3.6,81.5,3.5,1.0,0.7,0.3,1.9,29,UIW,Morgan Borgstadt,37.06896551724138,48.75406283856988
1399,Kaylani PolkUCR,G,20,30.1,7.2,2.4,7.6,31.6,1.6,5.4,29.9,0.8,1.1,76.2,2.5,3.5,0.6,0.2,2.8,29,UCR,Kaylani Polk,42.10526315789474,44.53240969816923
1399,Deana ThompsonBUF,G,15,25.7,7.2,2.4,6.9,35.0,0.5,2.1,21.9,1.9,2.5,76.3,2.7,1.0,1.4,0.1,2.7,29,BUF,Deana Thompson,38.405797101449274,45.0
1399,Jade JonesHOU,F,20,24.8,7.2,3.0,7.3,40.4,0.1,0.8,12.5,1.2,2.0,61.5,5.8,0.8,1.3,0.5,2.4,29,HOU,Jade Jones,41.78082191780822,44.00977995110025
1407,Anna HagerHPU,G,21,23.6,7.2,2.5,6.3,39.8,1.4,3.6,38.2,0.8,1.1,66.7,5.9,1.2,0.9,0.5,1.5,29,HPU,Anna Hager,50.793650793650805,53.06603773584906
1407,Lakresha EdwardsFOR,G,21,20.1,7.2,2.8,7.9,35.8,1.4,5.2,27.3,0.1,0.2,75.0,1.7,0.7,0.7,0.0,1.2,29,FOR,Lakresha Edwards,44.303797468354425,45.06760140210315
1409,Janelle BrownFAIR,G,17,22.7,7.2,2.5,5.6,44.8,1.1,2.8,40.4,1.0,1.5,65.4,2.4,3.4,1.5,0.1,2.1,29,FAIR,Janelle Brown,54.46428571428571,57.50798722044729
1410,Shaulana WagnerSJU,G,23,29.2,7.2,2.7,6.6,41.4,0.3,1.5,23.5,1.3,2.3,57.4,3.8,4.9,0.7,0.1,4.1,29,SJU,Shaulana Wagner,43.18181818181819,47.29374671571203
1411,JaNiah NewellAPSU,G,19,19.0,7.2,2.3,6.4,35.2,1.1,3.4,32.3,1.5,1.9,80.6,1.5,1.5,1.1,0.1,1.5,29,APSU,JaNiah Newell,44.53124999999999,49.75124378109452
1411,Imani PerezHAW,F,19,24.9,7.2,2.4,5.0,48.4,1.0,2.2,45.2,1.3,1.5,86.2,6.5,1.4,0.8,1.8,0.9,29,HAW,Imani Perez,57.99999999999999,63.60424028268551
1411,Norah ClarkUTM,F,19,32.3,7.2,2.2,6.4,34.7,0.5,2.4,21.7,2.2,2.8,77.8,2.6,1.6,1.2,0.4,1.5,29,UTM,Norah Clark,38.28125,47.16981132075471
1411,Rae EhrmanMONT,G,19,16.1,7.2,2.5,5.4,46.1,1.5,3.7,40.0,0.7,0.9,77.8,1.4,0.7,0.3,0.1,0.4,29,MONT,Rae Ehrman,60.18518518518518,62.11180124223602
1415,Eden SampleJXST,G,20,28.4,7.2,2.4,6.4,37.0,1.0,3.8,26.7,1.5,2.2,67.4,2.6,0.9,0.8,0.6,1.2,29,JXST,Eden Sample,45.31249999999999,48.85993485342019
1415,Jaci BoldenLONG,G,20,17.7,7.2,2.4,6.4,37.0,1.2,3.4,34.3,1.3,1.6,81.3,1.7,1.7,1.1,0.2,1.9,29,LONG,Jaci Bolden,46.875,50.67567567567568
1415,Laura MolnarovaLIU,F,20,22.1,7.2,2.8,6.2,44.4,1.0,2.7,37.7,0.7,1.0,65.0,3.7,1.1,0.4,0.1,1.8,29,LIU,Laura Molnarova,53.2258064516129,54.21686746987952
1418,Emma DasovichNAU,F,21,20.4,7.1,2.3,6.1,38.3,1.0,2.8,34.5,1.5,1.9,82.1,2.9,2.1,0.6,0.1,1.4,29,NAU,Emma Dasovich,45.90163934426229,51.18223760092272
1418,Lauryn MadsenUCI,G,21,33.0,7.1,2.3,7.2,32.5,2.1,6.6,31.7,0.4,0.5,80.0,3.0,1.5,2.0,0.3,0.9,29,UCI,Lauryn Madsen,46.52777777777777,47.843665768194064
1418,Kortney DomanSUU,G,21,31.9,7.1,2.3,6.2,36.6,0.7,2.0,34.9,1.9,2.4,78.0,6.5,2.0,1.3,1.0,2.2,29,SUU,Kortney Doman,42.74193548387096,48.92502756339581
1421,Natiah NelsonDEP,G,23,25.3,7.1,3.3,7.1,46.0,0.0,0.0,0.0,0.6,1.8,33.3,4.9,1.6,1.0,0.6,1.4,29,DEP,Natiah Nelson,46.478873239436616,44.982260516979224
1422,Ashlee ShawELON,G,17,17.2,7.1,2.1,5.6,37.9,0.8,2.3,35.9,2.1,2.4,87.5,3.6,0.9,1.2,0.2,1.0,29,ELON,Ashlee Shaw,44.642857142857146,53.33533653846154
1423,Justice TrambleNE,F,18,21.2,7.1,2.4,4.6,52.4,0.0,0.1,0.0,2.3,3.4,68.9,5.2,0.6,0.3,0.2,1.7,29,NE,Justice Tramble,52.17391304347826,58.23490813648293
1424,Izela ArenasKSU,G,20,18.7,7.1,2.9,7.5,38.0,0.9,3.2,28.1,0.5,0.8,62.5,1.7,1.0,0.6,0.0,1.2,29,KSU,Izela Arenas,44.666666666666664,45.211411105450836
1425,Tasia JohnsonUNCG,G,21,28.4,7.1,2.2,6.3,35.3,1.7,4.4,39.1,0.9,1.3,67.9,2.9,2.7,1.2,0.3,1.3,29,UNCG,Tasia Johnson,48.41269841269842,51.65890570430734
1425,Brooklyn StewartOU,F,21,15.7,7.1,2.7,5.2,52.3,0.1,0.6,23.1,1.5,2.0,76.2,3.9,1.3,0.5,0.9,0.8,29,OU,Brooklyn Stewart,52.88461538461539,58.388157894736835
1427,Ava WatsonOSU,G,22,22.2,7.1,2.5,5.3,46.6,1.0,2.5,38.2,1.2,1.4,90.0,2.0,2.3,2.1,0.2,1.3,29,OSU,Ava Watson,56.60377358490566,60.00676132521975
1427,Leah CrosbyFDU,F,22,21.2,7.1,2.8,7.1,39.5,0.2,1.0,23.8,1.2,1.7,71.1,5.5,0.8,0.6,0.8,1.3,29,FDU,Leah Crosby,40.845070422535215,45.23445463812436
1429,Klea KaciWAG,G,16,17.6,7.1,2.3,6.3,35.6,1.2,4.7,25.3,1.4,1.6,88.0,1.6,0.8,0.4,0.2,1.3,29,WAG,Klea Kaci,46.03174603174603,50.685322672758424
1430,Latazia WilliamsonKENN,F,18,21.5,7.1,2.8,6.7,41.3,0.0,0.1,0.0,1.5,2.5,60.0,4.7,0.3,0.7,0.9,2.5,29,KENN,Latazia Williamson,41.7910447761194,45.512820512820504
1430,Jacque GironPV,G,18,33.3,7.1,2.6,8.2,31.1,1.2,4.3,27.3,0.8,1.7,45.2,3.8,1.8,0.9,0.1,2.6,29,PV,Jacque Giron,39.024390243902445,39.67367009387573
1432,India HowardUNA,F,19,17.5,7.1,3.1,5.2,59.2,0.0,0.0,0.0,0.9,1.4,69.2,4.4,0.9,0.8,1.0,1.6,29,UNA,India Howard,59.61538461538461,61.03851444291609
1432,Eve AlexanderFGCU,F,19,15.9,7.1,2.8,4.6,60.9,0.0,0.4,0.0,1.5,1.8,82.4,2.8,0.7,0.6,0.6,1.6,29,FGCU,Eve Alexander,60.86956521739131,65.83827893175075
1434,Khylee PepeLBSU,G,20,26.9,7.1,2.7,8.1,33.3,0.4,1.9,21.1,1.3,2.1,61.0,4.4,1.6,1.8,0.5,2.5,29,LBSU,Khylee Pepe,35.802469135802475,39.3395390070922
1434,Elise JaegerUNI,F,20,31.7,7.1,2.7,6.4,41.4,0.7,2.2,32.6,1.1,1.7,61.8,10.0,2.4,1.5,0.7,2.2,29,UNI,Elise Jaeger,47.65625,49.66424174594292
1436,Hannah StinesWASH,G,21,27.0,7.0,2.9,7.4,39.4,0.6,2.1,29.5,0.6,1.0,59.1,4.3,2.6,1.2,0.5,1.4,29,WASH,Hannah Stines,43.24324324324324,44.64285714285714
1436,KK ArnoldCONN,G,21,24.2,7.0,2.6,4.9,53.4,0.6,1.9,33.3,1.2,1.6,73.5,2.0,4.5,2.7,0.1,1.0,29,CONN,KK Arnold,59.183673469387756,62.45538900785154
1436,Kalise HillUMES,G,21,25.7,7.0,2.7,6.3,42.4,0.2,1.1,21.7,1.5,2.6,57.4,2.2,2.2,1.7,0.0,2.4,29,UMES,Kalise Hill,44.44444444444445,47.017732401934445
1436,Gabby WhiteUVA,G,21,16.7,7.0,2.9,6.0,47.6,0.0,0.4,11.1,1.3,2.8,46.6,3.9,2.5,0.6,0.7,1.7,29,UVA,Gabby White,48.333333333333336,48.39601769911504
1440,Erin HenryCOPP,G,22,25.7,7.0,2.6,8.3,31.3,1.0,4.1,25.3,0.8,1.6,50.0,2.9,1.0,0.9,0.1,2.5,29,COPP,Erin Henry,37.34939759036144,38.87161261661483
1440,Cheyenne HollomanGAST,G,22,26.0,7.0,2.8,5.8,47.7,0.5,1.5,35.3,1.0,1.5,65.6,3.8,1.2,1.8,0.3,2.0,29,GAST,Cheyenne Holloman,52.58620689655172,54.179566563467496
1442,Ali StephensOMA,F,23,27.4,7.0,2.4,8.6,28.3,1.3,5.3,25.2,0.8,1.0,86.4,4.4,0.4,0.7,0.2,2.7,29,OMA,Ali Stephens,35.46511627906977,38.71681415929204
1443,Alyssa HargroveUNM,G,21,24.6,7.0,2.7,7.4,36.1,1.0,3.8,27.5,0.6,0.8,76.5,2.9,2.7,1.9,0.5,2.3,29,UNM,Alyssa Hargrove,43.24324324324324,45.14963880288958
1443,Breazia RobinsonFAMU,C,18,22.5,7.0,3.1,6.1,50.9,0.0,0.0,0.0,0.8,1.3,58.3,4.1,0.3,0.2,1.4,1.6,29,FAMU,Breazia Robinson,50.81967213114754,52.45803357314149
1443,Maya Hunkin-ClaytorALCN,G,18,28.7,7.0,2.3,6.9,33.6,2.1,6.1,34.5,0.2,0.4,57.1,2.6,1.0,0.4,0.1,0.7,29,ALCN,Maya Hunkin-Claytor,48.55072463768116,49.462973431317124
1443,Anaya BrownSMU,F,22,20.5,7.0,2.1,5.4,38.7,0.6,1.4,43.3,2.2,2.9,76.6,4.8,0.5,1.1,1.5,1.3,29,SMU,Anaya Brown,44.44444444444444,52.426602756141406
1443,Chinenye OdenigboMASS,C,16,20.2,7.0,3.3,5.2,63.9,0.0,0.0,0.0,0.4,0.7,54.5,4.9,1.4,0.8,1.3,1.5,29,MASS,Chinenye Odenigbo,63.46153846153846,63.5439360929557
1443,Hannah HumphreyLIU,G,20,23.1,7.0,2.2,6.8,32.4,1.6,4.5,34.4,1.1,1.4,75.0,2.3,0.8,1.1,0.1,1.5,29,LIU,Hannah Humphrey,44.11764705882353,47.195253505933124
1443,Monica WilliamsOHIO,G,18,19.2,7.0,1.9,5.0,37.8,1.0,2.2,45.0,2.2,3.5,63.5,2.8,2.2,1.6,0.3,2.7,29,OHIO,Monica Williams,48.0,53.51681957186545
1443,Petra BozanNEB,F,21,14.9,7.0,3.0,6.0,50.0,0.2,1.1,21.7,0.8,1.4,55.2,3.9,0.4,0.7,0.5,1.3,29,NEB,Petra Bozan,51.66666666666667,52.90205562273277
1443,Reina GreenDUQ,G,21,22.9,7.0,2.1,5.8,36.1,0.5,1.7,31.4,2.3,3.3,69.6,4.0,1.5,1.2,0.1,1.9,30,DUQ,Reina Green,40.51724137931035,48.262548262548265
1443,Kaelyn FlowersKENN,G,18,26.3,7.0,2.6,5.7,45.1,0.4,1.5,29.6,1.4,1.9,74.3,1.2,2.4,1.7,0.0,2.3,30,KENN,Kaelyn Flowers,49.12280701754386,53.54957160342717
1443,Ally SchimelORST,G,22,28.8,7.0,2.5,6.1,40.7,1.8,3.8,46.4,0.2,0.5,45.5,2.3,0.8,0.8,0.3,1.0,30,ORST,Ally Schimel,55.73770491803279,55.37974683544304
1443,Morgan BoydPRES,G,17,25.5,7.0,2.4,7.8,30.8,0.3,0.8,35.7,1.9,2.9,64.0,4.8,0.5,0.9,0.5,2.4,30,PRES,Morgan Boyd,32.69230769230769,38.56324371970031
1443,Demetria PrewittCMU,F,19,18.8,7.0,3.0,5.3,56.4,0.0,0.0,0.0,1.0,1.6,61.3,3.2,0.7,0.5,0.7,1.4,30,CMU,Demetria Prewitt,56.60377358490566,58.294470353097935
1456,Makayla LegetteGWEB,G,22,30.2,7.0,2.8,7.7,35.9,0.9,3.2,28.2,0.5,1.1,45.8,3.1,3.3,1.7,0.0,2.6,30,GWEB,Makayla Legette,42.2077922077922,42.766373411534694
1457,Cire WorleyNORF,G,21,31.1,7.0,2.3,5.4,43.4,1.1,3.3,33.3,1.2,1.5,80.6,4.6,1.4,1.1,0.1,1.5,30,NORF,Cire Worley,52.77777777777777,57.755775577557756
1457,Avery HjelmstadUTAH,G,21,16.9,7.0,2.2,6.7,33.3,1.7,5.2,31.8,0.8,1.0,85.0,2.0,0.5,0.4,0.2,1.0,30,UTAH,Avery Hjelmstad,45.5223880597015,49.01960784313725
1459,Cerina RolleFGCU,G,20,28.9,7.0,2.7,7.1,37.3,0.5,3.0,16.9,1.2,1.7,67.6,4.0,1.8,1.3,0.3,2.1,30,FGCU,Cerina Rolle,41.549295774647895,44.5973496432212
1459,Elisa Solé SanchezMAN,G,20,20.2,7.0,2.7,8.4,31.5,1.2,4.4,27.6,0.5,0.7,64.3,1.7,2.6,1.5,0.1,3.2,30,MAN,Elisa Solé Sanchez,39.285714285714285,40.19292604501607
1459,Summer YancyUCF,F,20,24.0,7.0,1.9,4.9,38.8,0.6,1.8,30.6,2.6,3.5,75.4,4.5,2.4,1.2,0.6,2.4,30,UCF,Summer Yancy,44.89795918367346,54.347826086956516
1462,Jessica GrantUCSB,G,19,26.1,6.9,2.3,5.6,41.5,2.2,5.4,40.8,0.1,0.1,100.0,1.7,1.3,0.3,0.4,0.7,30,UCSB,Jessica Grant,60.71428571428572,61.126860382707314
1463,Izzy McPhersonUTC,G,18,24.7,6.9,2.4,7.6,32.4,1.3,5.0,26.7,0.7,1.1,65.0,2.7,0.8,0.6,0.4,1.1,30,UTC,Izzy McPherson,40.13157894736842,42.67689262741218
1463,Grecia Ferrer LealFIU,G,18,32.5,6.9,2.8,6.4,43.1,0.1,0.7,15.4,1.3,2.3,56.1,2.4,3.9,1.9,0.1,4.8,30,FIU,Grecia Ferrer Leal,44.53124999999999,46.54614139233675
1465,Ryiah WilsonWIN,G,22,22.1,6.9,2.4,7.2,33.3,1.1,3.6,30.0,1.0,1.5,64.7,2.9,1.0,2.5,0.1,2.1,30,WIN,Ryiah Wilson,40.97222222222222,43.89312977099237
1466,Giana HoddinottMSM,G,21,26.2,6.9,2.2,6.6,33.8,1.0,3.1,30.3,1.5,1.8,83.8,2.0,2.3,1.5,0.0,2.2,30,MSM,Giana Hoddinott,40.909090909090914,46.672077922077925
1466,La'Nya FosterGT,G,21,22.4,6.9,2.8,7.8,36.2,0.5,2.3,22.4,0.8,0.9,84.2,3.4,1.4,0.8,0.1,1.5,30,GT,La'Nya Foster,39.1025641025641,42.093704245973655
1466,Thelma BarbitchCHSO,G,21,19.3,6.9,2.4,7.2,33.8,1.9,5.8,33.1,0.1,0.1,100.0,1.8,0.3,0.2,0.0,0.9,30,CHSO,Thelma Barbitch,46.52777777777777,47.62562120375484
1466,Lana McCarthyPUR,F,21,16.1,6.9,3.1,5.4,57.0,0.0,0.1,0.0,0.7,1.3,55.6,4.4,0.9,0.7,0.6,2.4,30,PUR,Lana McCarthy,57.407407407407405,57.76959142665774
1466,Taylor StremlowIOWA,G,21,20.5,6.9,2.5,4.9,51.0,1.1,2.8,40.7,0.8,1.1,70.8,2.9,3.6,1.1,0.4,2.3,30,IOWA,Taylor Stremlow,62.24489795918367,64.07875185735512
1466,Izzy AdamsBRY,G,21,20.7,6.9,2.4,5.6,42.4,0.9,2.1,40.0,1.3,2.0,62.8,3.4,1.8,0.9,0.1,1.4,30,BRY,Izzy Adams,50.89285714285715,53.24074074074075
1466,Andi SchisslerUNT,G,21,22.6,6.9,2.7,7.9,33.9,1.2,4.2,29.5,0.3,0.7,50.0,2.3,2.1,0.6,0.4,1.7,30,UNT,Andi Schissler,41.77215189873418,42.03216374269006
1473,Tyana WalkerELON,G,19,21.5,6.9,2.5,7.7,32.7,1.3,4.1,30.8,0.6,0.7,78.6,3.7,1.3,1.0,0.1,1.7,30,ELON,Tyana Walker,40.90909090909091,43.08191808191808
1473,Katie CriswellUNA,G,19,26.7,6.9,2.8,8.5,33.3,0.9,2.7,32.7,0.3,0.6,54.5,2.4,1.4,0.7,0.6,1.4,30,UNA,Katie Criswell,38.23529411764706,39.365586490187134
1473,Keshunti NicholsULM,F,19,22.1,6.9,2.9,6.9,41.7,0.1,0.7,15.4,1.0,1.6,63.3,4.2,0.7,1.5,0.5,2.0,30,ULM,Keshunti Nichols,42.75362318840579,45.37085744345082
1473,K'Nari HollidayAMCC,F,19,19.5,6.9,2.8,5.1,55.2,0.0,0.0,0.0,1.3,1.9,67.6,6.0,0.9,0.7,0.7,2.1,30,AMCC,K'Nari Holliday,54.90196078431373,58.1199460916442
1477,Saniah CaldwellPENN,G,18,28.9,6.9,2.1,5.6,38.0,1.6,4.3,37.7,1.1,1.4,73.1,2.6,2.8,1.1,0.3,2.2,30,PENN,Saniah Caldwell,51.78571428571429,55.50193050193051
1478,Edina StrauszDAV,C,23,14.6,6.9,3.0,5.8,50.7,0.0,0.2,0.0,1.0,1.6,61.1,3.7,0.9,0.7,0.4,2.0,30,DAV,Edina Strausz,51.724137931034484,53.044280442804435
1479,Landon ForbesMORE,G,22,24.7,6.9,2.3,5.0,45.9,1.0,2.8,33.9,1.4,1.6,85.7,3.9,2.4,1.6,0.3,2.2,30,MORE,Landon Forbes,55.99999999999999,60.483870967741936
1480,Leah MiddletonBING,G,21,23.8,6.9,2.5,7.7,32.1,1.0,3.9,24.7,1.0,1.0,90.9,2.6,0.8,0.8,0.0,1.4,30,BING,Leah Middleton,38.961038961038966,42.38329238329238
1480,LA SneedUTAH,G,21,26.6,6.9,2.4,6.0,40.5,0.7,1.9,35.0,1.3,2.1,62.2,2.2,3.6,1.0,0.1,2.0,30,UTAH,LA Sneed,45.83333333333333,49.82668977469671
1480,Kayla CleavelandGASO,F,21,23.7,6.9,2.5,6.2,39.7,1.1,3.8,30.0,0.8,1.0,72.7,3.3,1.0,0.3,0.4,1.2,30,GASO,Kayla Cleaveland,49.19354838709677,51.95783132530121
1483,Elena PericicAPP,F,20,22.8,6.9,2.3,6.0,38.3,0.9,3.4,26.9,1.4,1.9,71.1,4.0,1.7,0.6,0.3,1.3,30,APP,Elena Pericic,45.83333333333333,50.46811000585137
1483,Kali HaizlipUTA,G,20,19.2,6.9,2.3,6.2,37.4,1.4,3.3,42.4,0.9,1.0,85.0,1.5,0.9,1.0,0.1,1.1,30,UTA,Kali Haizlip,48.387096774193544,51.95783132530121
1483,Destinee SalgadoLR,F,20,20.7,6.9,2.8,8.1,34.8,0.0,0.0,0.0,1.3,2.2,56.8,4.6,0.5,0.8,0.2,2.2,30,LR,Destinee Salgado,34.5679012345679,38.045875606528455
1483,Schuyler ColesNHVN,G,20,25.3,6.9,2.4,6.9,35.0,0.9,2.9,29.3,1.2,1.4,88.9,2.2,1.1,0.7,0.1,3.2,30,NHVN,Schuyler Coles,41.30434782608695,45.90207557211283
1487,Torie SevierAMCC,C,19,15.8,6.8,2.4,4.2,57.5,0.0,0.0,0.0,2.0,2.5,80.9,3.8,0.4,0.3,0.8,0.8,30,AMCC,Torie Sevier,57.14285714285714,64.1509433962264
1487,Krystal HaddockPRES,G,19,27.5,6.8,2.3,5.8,38.7,0.0,0.1,0.0,2.3,3.8,61.1,5.5,0.6,0.9,0.4,2.2,30,PRES,Krystal Haddock,39.655172413793096,45.50321199143469
1487,Mia RamosSELA,G,19,21.4,6.8,2.7,6.9,38.6,0.8,3.7,21.4,0.7,0.7,92.9,2.5,0.6,0.9,0.0,1.3,30,SELA,Mia Ramos,44.927536231884055,47.16981132075471
1490,Najah LaneNCCU,G,17,30.5,6.8,2.0,6.2,32.4,0.3,1.1,27.8,2.5,3.2,79.6,2.8,4.0,1.5,0.1,3.6,30,NCCU,Najah Lane,34.677419354838705,44.68980021030494
1491,Kayleigh HeckelCONN,G,22,18.7,6.8,2.8,5.2,53.9,0.5,1.3,35.7,0.7,1.2,61.5,2.6,2.9,1.5,0.0,1.0,30,CONN,Kayleigh Heckel,58.653846153846146,59.357541899441344
1492,Emma ShumateMSU,G,21,21.0,6.8,2.3,5.0,45.3,2.1,4.8,44.0,0.1,0.3,50.0,2.2,0.8,0.7,0.7,0.0,30,MSU,Emma Shumate,67.0,66.25097427903351
1492,Vivien NejašmićXAV,G,21,19.3,6.8,2.7,5.8,46.7,0.4,1.8,23.7,1.0,1.3,74.1,3.4,0.9,0.2,0.1,2.1,30,XAV,Vivien Nejašmić,50.000000000000014,53.35844318895167
1492,Emmy RoachRID,G,21,26.2,6.8,2.7,6.2,42.7,0.9,2.5,36.5,0.6,0.8,75.0,4.4,1.0,1.2,1.0,1.3,30,RID,Emmy Roach,50.806451612903224,51.892551892551886
1495,Judit Oliva FernandezLBSU,F,15,24.3,6.8,2.5,8.1,31.1,0.8,3.0,26.7,0.9,1.3,70.0,4.7,2.1,0.6,1.7,3.1,30,LBSU,Judit Oliva Fernandez,35.80246913580247,39.20664206642066
1495,Reganne ReardonARMY,F,20,19.1,6.8,2.8,6.6,41.7,0.2,1.3,15.4,1.1,1.5,75.9,3.5,1.1,0.5,0.1,1.2,30,ARMY,Reganne Reardon,43.93939393939394,46.83195592286501
1495,Talia KempMER,G,20,23.2,6.8,2.5,5.5,44.5,0.4,1.1,33.3,1.6,2.0,77.5,2.0,3.3,1.9,0.2,2.9,30,MER,Talia Kemp,49.09090909090909,53.29153605015674
1498,Ari LongORE,G,23,23.9,6.8,2.6,7.2,36.1,1.0,3.2,31.5,0.6,0.7,81.3,4.0,1.7,2.1,0.6,1.1,30,ORE,Ari Long,43.05555555555556,45.28502930207778
1499,Mahli AbdouchSDST,G,22,18.8,6.8,2.4,5.7,42.4,1.1,3.0,36.9,0.9,1.2,73.1,2.1,2.5,1.2,0.2,2.4,30,SDST,Mahli Abdouch,51.75438596491229,54.59216441875402
1500,Elli GarnettOHIO,F,17,21.2,6.8,2.5,6.6,37.5,0.9,3.6,24.6,0.9,1.6,57.1,4.2,1.6,0.8,0.2,2.4,30,OHIO,Elli Garnett,44.6969696969697,46.54983570646222
1500,Andjela BigovicSEA,F,17,21.4,6.8,2.9,8.2,35.0,1.0,3.5,28.3,0.0,0.0,0.0,4.3,1.1,0.5,0.6,1.7,31,SEA,Andjela Bigovic,41.463414634146346,41.463414634146346
1500,Gigi BowerOHIO,G,17,19.6,6.8,2.4,6.4,36.7,1.5,4.4,33.8,0.6,0.7,83.3,1.9,0.8,1.5,0.1,1.7,31,OHIO,Gigi Bower,49.21874999999999,50.68574836016696
1503,Mikayla AumerUND,G,21,20.6,6.8,1.9,6.1,31.3,1.0,3.9,27.2,1.9,2.1,88.9,1.5,1.0,0.5,0.1,1.8,31,UND,Mikayla Aumer,39.34426229508197,48.40546697038724
1503,Mikayla WernerSTMN,G,21,20.3,6.8,2.7,4.6,58.3,0.1,0.6,25.0,1.3,1.8,71.1,3.3,1.1,0.4,0.6,1.4,31,STMN,Mikayla Werner,59.782608695652186,63.056379821958465
1503,Alana PowellMSM,G,21,19.3,6.8,2.8,7.5,37.6,0.3,0.9,31.6,0.9,1.5,58.1,2.2,1.2,1.1,0.0,1.8,31,MSM,Alana Powell,39.33333333333333,41.666666666666664
1503,Kailyn PetersBCU,G,21,20.8,6.8,2.4,6.0,40.2,0.4,1.3,28.6,1.5,2.1,72.7,3.2,1.3,1.3,0.2,2.0,31,BCU,Kailyn Peters,43.333333333333336,49.104563835932986
1503,Ace AustinALA,G,21,20.2,6.8,2.0,5.8,35.5,0.8,2.5,32.1,1.9,2.1,86.7,3.0,2.0,0.8,0.1,1.4,31,ALA,Ace Austin,41.37931034482759,50.565139797739434
1508,Gisela SanchezND,F,20,23.2,6.8,2.9,5.6,51.4,0.7,1.7,42.4,0.4,0.4,87.5,4.8,1.0,0.7,0.4,1.1,31,ND,Gisela Sanchez,58.03571428571429,58.86426592797784
1508,Laynee Torres-KahapeaPRST,G,20,29.8,6.8,2.0,6.3,31.2,0.8,3.0,27.1,2.1,2.6,78.8,3.6,2.4,0.5,0.2,2.3,31,PRST,Laynee Torres-Kahapea,38.095238095238095,45.67436861902203
1508,Caydence HadleySIE,G,20,19.8,6.8,2.6,6.4,40.2,0.3,1.4,17.9,1.4,1.8,77.8,4.5,1.3,0.7,0.2,2.3,31,SIE,Caydence Hadley,42.96875,47.27474972191323
1508,Elise LivingstonUSU,G,20,26.5,6.8,2.4,6.6,36.6,1.3,3.7,34.2,0.7,0.9,82.4,2.7,1.2,0.6,0.0,1.3,31,USU,Elise Livingston,46.21212121212121,48.59919954259577
1508,Carletta BennettBING,G,20,22.5,6.8,2.6,5.4,48.6,0.5,1.4,32.1,1.1,1.4,81.5,3.1,1.1,1.2,0.4,1.8,31,BING,Carletta Bennett,52.77777777777778,56.51595744680851
